Year,Time Period,County,Sales (Millions)
2007,Annual,Iroquois,$321.00
2007,Annual,Jackson,$745.00
2007,Annual,Jasper,$78.00
2007,Annual,Jefferson,$582.00
2007,Annual,Jersey,$233.00
2007,Annual,Jo Daviess,$267.00
2007,Annual,Johnson,$65.00
2007,Annual,Kane,$6118.00
2007,Annual,Kankakee,$3256.00
2007,Annual,Kendall,$1113.00
2007,Annual,Knox,$557.00
2007,Annual,Lake,$11148.00
2007,Annual,LaSalle,$1570.00
2007,Annual,Lawrence,$105.00
2007,Annual,Lee,$337.00
2007,Annual,Livingston,$456.00
2007,Annual,Logan,$270.00
2007,Annual,McDonough,$321.00
2007,Annual,McHenry,$3632.00
2007,Annual,McLean,$2227.00
2007,Annual,Macon,$1427.00
2007,Annual,Macoupin,$380.00
2007,Annual,Madison,$3152.00
2007,Annual,Marion,$349.00
2007,Annual,Marshall,$80.00
2007,Annual,Mason,$115.00
2007,Annual,Massac,$100.00
2007,Annual,Menard,$57.00
2007,Annual,Mercer,$89.00
2007,Annual,Monroe,$357.00
2007,Annual,Montgomery,$344.00
2007,Annual,Morgan,$383.00
2007,Annual,Moultrie,$123.00
2007,Annual,Ogle,$412.00
2007,Annual,Peoria,$2542.00
2007,Annual,Perry,$148.00
2007,Annual,Piatt,$113.00
2007,Annual,Pike,$135.00
2007,Annual,Pope,$11.00
2007,Annual,Pulaski,$30.00
2007,Annual,Putnam,$359.00
2007,Annual,Randolph,$506.00
2007,Annual,Richland,$167.00
2007,Annual,Rock Island,$1723.00
2007,Annual,St. Clair,$3164.00
2007,Annual,Saline,$246.00
2007,Annual,Sangamon,$2877.00
2007,Annual,Schuyler,$42.00
2007,Annual,Scott,$23.00
2007,Annual,Shelby,$145.00
2007,Annual,Stark,$51.00
2007,Annual,Stephenson,$483.00
2007,Annual,Tazewell,$1778.00
2007,Annual,Union,$146.00
2007,Annual,Vermilion,$758.00
2007,Annual,Wabash,$102.00
2007,Annual,Warren,$128.00
2007,Annual,Washington,$155.00
2007,Annual,Wayne,$155.00
2007,Annual,White,$138.00
2007,Annual,Whiteside,$614.00
2007,Annual,Will,$7627.00
2007,Annual,Williamson,$910.00
2007,Annual,Winnebago,$4031.00
2007,Annual,Woodford,$283.00
2007,First Quarter,Adams,$199.00
2007,First Quarter,Alexander,$7.00
2007,First Quarter,Bond,$26.00
2007,First Quarter,Boone,$102.00
2007,First Quarter,Brown,$7.00
2007,First Quarter,Bureau,$64.00
2007,First Quarter,Calhoun,$6.00
2007,First Quarter,Carroll,$31.00
2007,First Quarter,Cass,$27.00
2007,First Quarter,Champaign,$555.00
2007,First Quarter,Christian,$80.00
2007,First Quarter,Clark,$27.00
2007,First Quarter,Clay,$27.00
2007,First Quarter,Clinton,$89.00
2007,First Quarter,Coles,$152.00
2007,First Quarter,Cook,$13961.00
2007,First Quarter,Crawford,$39.00
2007,First Quarter,Cumberland,$9.00
2007,First Quarter,DeKalb,$469.00
2007,First Quarter,DeWitt,$40.00
2007,First Quarter,Douglas,$44.00
2007,First Quarter,DuPage,$4062.00
2007,First Quarter,Edgar,$37.00
2007,First Quarter,Edwards,$11.00
2007,First Quarter,Effingham,$165.00
2007,First Quarter,Fayette,$46.00
2007,First Quarter,Ford,$27.00
2007,First Quarter,Franklin,$80.00
2007,First Quarter,Fulton,$63.00
2007,First Quarter,Gallatin,$4.00
2007,First Quarter,Greene,$17.00
2007,First Quarter,Grundy,$334.00
2007,First Quarter,Hamilton,$10.00
2007,First Quarter,Hancock,$22.00
2007,First Quarter,Hardin,$3.00
2007,First Quarter,Henderson,$6.00
2007,First Quarter,Henry,$116.00
2007,First Quarter,Iroquois,$78.00
2007,First Quarter,Jackson,$181.00
2007,First Quarter,Jasper,$17.00
2007,First Quarter,Jefferson,$140.00
2007,First Quarter,Jersey,$54.00
2007,First Quarter,Jo Daviess,$53.00
2007,First Quarter,Johnson,$13.00
2007,First Quarter,Kane,$1368.00
2007,First Quarter,Kankakee,$809.00
2007,First Quarter,Kendall,$238.00
2007,First Quarter,Knox,$126.00
2007,First Quarter,Lake,$2510.00
2007,First Quarter,LaSalle,$355.00
2007,First Quarter,Lawrence,$24.00
2007,First Quarter,Lee,$72.00
2007,First Quarter,Livingston,$111.00
2007,First Quarter,Logan,$63.00
2007,First Quarter,McDonough,$75.00
2007,First Quarter,McHenry,$801.00
2007,First Quarter,McLean,$525.00
2007,First Quarter,Macon,$330.00
2007,First Quarter,Macoupin,$88.00
2007,First Quarter,Madison,$749.00
2007,First Quarter,Marion,$80.00
2007,First Quarter,Marshall,$17.00
2007,First Quarter,Mason,$24.00
2007,First Quarter,Massac,$21.00
2007,First Quarter,Menard,$12.00
2007,First Quarter,Mercer,$20.00
2007,First Quarter,Monroe,$85.00
2007,First Quarter,Montgomery,$80.00
2007,First Quarter,Morgan,$87.00
2007,First Quarter,Moultrie,$28.00
2007,First Quarter,Ogle,$91.00
2007,First Quarter,Peoria,$597.00
2007,First Quarter,Perry,$35.00
2007,First Quarter,Piatt,$25.00
2007,First Quarter,Pike,$29.00
2007,First Quarter,Pope,$2.00
2007,First Quarter,Pulaski,$6.00
2007,First Quarter,Putnam,$81.00
2007,First Quarter,Randolph,$118.00
2007,First Quarter,Richland,$39.00
2007,First Quarter,Rock Island,$394.00
2007,First Quarter,St. Clair,$764.00
2007,First Quarter,Saline,$60.00
2007,First Quarter,Sangamon,$666.00
2007,First Quarter,Schuyler,$9.00
2007,First Quarter,Scott,$5.00
2007,First Quarter,Shelby,$33.00
2007,First Quarter,Stark,$15.00
2007,First Quarter,Stephenson,$111.00
2007,First Quarter,Tazewell,$409.00
2007,First Quarter,Union,$34.00
2007,First Quarter,Vermilion,$177.00
2007,First Quarter,Wabash,$23.00
2007,First Quarter,Warren,$29.00
2007,First Quarter,Washington,$35.00
2007,First Quarter,Wayne,$34.00
2007,First Quarter,White,$33.00
2007,First Quarter,Whiteside,$137.00
2007,First Quarter,Will,$1691.00
2007,First Quarter,Williamson,$211.00
2007,First Quarter,Winnebago,$932.00
2007,First Quarter,Woodford,$63.00
2007,Second Quarter,Adams,$223.00
2007,Second Quarter,Alexander,$7.00
2007,Second Quarter,Bond,$31.00
2007,Second Quarter,Boone,$127.00
2007,Second Quarter,Brown,$9.00
2007,Second Quarter,Bureau,$75.00
2007,Second Quarter,Calhoun,$8.00
2007,Second Quarter,Carroll,$44.00
2007,Second Quarter,Cass,$29.00
2007,Second Quarter,Champaign,$615.00
2007,Second Quarter,Christian,$93.00
2007,Second Quarter,Clark,$31.00
2007,Second Quarter,Clay,$31.00
2007,Second Quarter,Clinton,$102.00
2007,Second Quarter,Coles,$170.00
2007,Second Quarter,Cook,$15576.00
2007,Second Quarter,Crawford,$45.00
2007,Second Quarter,Cumberland,$12.00
2007,Second Quarter,DeKalb,$544.00
2007,Second Quarter,DeWitt,$45.00
2007,Second Quarter,Douglas,$58.00
2007,Second Quarter,DuPage,$4664.00
2007,Second Quarter,Edgar,$40.00
2007,Second Quarter,Edwards,$13.00
2007,Second Quarter,Effingham,$193.00
2007,Second Quarter,Fayette,$53.00
2007,Second Quarter,Ford,$33.00
2007,Second Quarter,Franklin,$91.00
2007,Second Quarter,Fulton,$73.00
2007,Second Quarter,Gallatin,$5.00
2007,Second Quarter,Greene,$19.00
2007,Second Quarter,Grundy,$350.00
2007,Second Quarter,Hamilton,$11.00
2007,Second Quarter,Hancock,$29.00
2007,Second Quarter,Hardin,$5.00
2007,Second Quarter,Henderson,$8.00
2007,Second Quarter,Henry,$137.00
2007,Second Quarter,Iroquois,$79.00
2007,Second Quarter,Jackson,$182.00
2007,Second Quarter,Jasper,$21.00
2007,Second Quarter,Jefferson,$154.00
2007,Second Quarter,Jersey,$59.00
2007,Second Quarter,Jo Daviess,$70.00
2007,Second Quarter,Johnson,$16.00
2007,Second Quarter,Kane,$1602.00
2007,Second Quarter,Kankakee,$929.00
2007,Second Quarter,Kendall,$279.00
2007,Second Quarter,Knox,$143.00
2007,Second Quarter,Lake,$2894.00
2007,Second Quarter,LaSalle,$403.00
2007,Second Quarter,Lawrence,$27.00
2007,Second Quarter,Lee,$93.00
2007,Second Quarter,Livingston,$121.00
2007,Second Quarter,Logan,$69.00
2007,Second Quarter,McDonough,$80.00
2007,Second Quarter,McHenry,$955.00
2007,Second Quarter,McLean,$568.00
2007,Second Quarter,Macon,$367.00
2007,Second Quarter,Macoupin,$102.00
2007,Second Quarter,Madison,$807.00
2007,Second Quarter,Marion,$91.00
2007,Second Quarter,Marshall,$21.00
2007,Second Quarter,Mason,$27.00
2007,Second Quarter,Massac,$27.00
2007,Second Quarter,Menard,$15.00
2007,Second Quarter,Mercer,$23.00
2007,Second Quarter,Monroe,$90.00
2007,Second Quarter,Montgomery,$92.00
2007,Second Quarter,Morgan,$100.00
2007,Second Quarter,Moultrie,$31.00
2007,Second Quarter,Ogle,$109.00
2007,Second Quarter,Peoria,$665.00
2007,Second Quarter,Perry,$37.00
2007,Second Quarter,Piatt,$30.00
2007,Second Quarter,Pike,$36.00
2007,Second Quarter,Pope,$3.00
2007,Second Quarter,Pulaski,$8.00
2007,Second Quarter,Putnam,$94.00
2007,Second Quarter,Randolph,$126.00
2007,Second Quarter,Richland,$42.00
2007,Second Quarter,Rock Island,$445.00
2007,Second Quarter,St. Clair,$810.00
2007,Second Quarter,Saline,$66.00
2007,Second Quarter,Sangamon,$743.00
2007,Second Quarter,Schuyler,$11.00
2007,Second Quarter,Scott,$6.00
2007,Second Quarter,Shelby,$38.00
2007,Second Quarter,Stark,$10.00
2007,Second Quarter,Stephenson,$128.00
2007,Second Quarter,Tazewell,$471.00
2007,Second Quarter,Union,$38.00
2007,Second Quarter,Vermilion,$195.00
2007,Second Quarter,Wabash,$27.00
2007,Second Quarter,Warren,$33.00
2007,Second Quarter,Washington,$42.00
2007,Second Quarter,Wayne,$41.00
2007,Second Quarter,White,$37.00
2007,Second Quarter,Whiteside,$161.00
2007,Second Quarter,Will,$1962.00
2007,Second Quarter,Williamson,$239.00
2007,Second Quarter,Winnebago,$1057.00
2007,Second Quarter,Woodford,$76.00
2007,Third Quarter,Adams,$222.00
2007,Third Quarter,Alexander,$7.00
2007,Third Quarter,Bond,$31.00
2007,Third Quarter,Boone,$129.00
2007,Third Quarter,Brown,$8.00
2007,Third Quarter,Bureau,$72.00
2007,Third Quarter,Calhoun,$8.00
2007,Third Quarter,Carroll,$35.00
2007,Third Quarter,Cass,$30.00
2007,Third Quarter,Champaign,$633.00
2007,Third Quarter,Christian,$90.00
2007,Third Quarter,Clark,$31.00
2007,Third Quarter,Clay,$29.00
2007,Third Quarter,Clinton,$101.00
2007,Third Quarter,Coles,$170.00
2007,Third Quarter,Cook,$15497.00
2007,Third Quarter,Crawford,$43.00
2007,Third Quarter,Cumberland,$11.00
2007,Third Quarter,DeKalb,$568.00
2007,Third Quarter,DeWitt,$44.00
2007,Third Quarter,Douglas,$56.00
2007,Third Quarter,DuPage,$4519.00
2007,Third Quarter,Edgar,$40.00
2007,Third Quarter,Edwards,$14.00
2007,Third Quarter,Effingham,$178.00
2007,Third Quarter,Fayette,$53.00
2007,Third Quarter,Ford,$32.00
2007,Third Quarter,Franklin,$86.00
2007,Third Quarter,Fulton,$74.00
2007,Third Quarter,Gallatin,$6.00
2007,Third Quarter,Greene,$20.00
2007,Third Quarter,Grundy,$451.00
2007,Third Quarter,Hamilton,$11.00
2007,Third Quarter,Hancock,$31.00
2007,Third Quarter,Hardin,$5.00
2007,Third Quarter,Henderson,$8.00
2007,Third Quarter,Henry,$133.00
2007,Third Quarter,Iroquois,$82.00
2007,Third Quarter,Jackson,$191.00
2007,Third Quarter,Jasper,$20.00
2007,Third Quarter,Jefferson,$144.00
2007,Third Quarter,Jersey,$60.00
2007,Third Quarter,Jo Daviess,$72.00
2007,Third Quarter,Johnson,$18.00
2007,Third Quarter,Kane,$1574.00
2007,Third Quarter,Kankakee,$759.00
2007,Third Quarter,Kendall,$298.00
2007,Third Quarter,Knox,$144.00
2007,Third Quarter,Lake,$2872.00
2007,Third Quarter,LaSalle,$406.00
2007,Third Quarter,Lawrence,$27.00
2007,Third Quarter,Lee,$86.00
2007,Third Quarter,Livingston,$112.00
2007,Third Quarter,Logan,$69.00
2007,Third Quarter,McDonough,$83.00
2007,Third Quarter,McHenry,$938.00
2007,Third Quarter,McLean,$567.00
2007,Third Quarter,Macon,$365.00
2007,Third Quarter,Macoupin,$95.00
2007,Third Quarter,Madison,$798.00
2007,Third Quarter,Marion,$89.00
2007,Third Quarter,Marshall,$21.00
2007,Third Quarter,Mason,$32.00
2007,Third Quarter,Massac,$26.00
2007,Third Quarter,Menard,$15.00
2007,Third Quarter,Mercer,$23.00
2007,Third Quarter,Monroe,$91.00
2007,Third Quarter,Montgomery,$86.00
2007,Third Quarter,Morgan,$98.00
2007,Third Quarter,Moultrie,$32.00
2007,Third Quarter,Ogle,$106.00
2007,Third Quarter,Peoria,$640.00
2007,Third Quarter,Perry,$38.00
2007,Third Quarter,Piatt,$29.00
2007,Third Quarter,Pike,$35.00
2007,Third Quarter,Pope,$3.00
2007,Third Quarter,Pulaski,$8.00
2007,Third Quarter,Putnam,$92.00
2007,Third Quarter,Randolph,$131.00
2007,Third Quarter,Richland,$43.00
2007,Third Quarter,Rock Island,$442.00
2007,Third Quarter,St. Clair,$795.00
2007,Third Quarter,Saline,$60.00
2007,Third Quarter,Sangamon,$734.00
2007,Third Quarter,Schuyler,$11.00
2007,Third Quarter,Scott,$6.00
2007,Third Quarter,Shelby,$37.00
2007,Third Quarter,Stark,$13.00
2007,Third Quarter,Stephenson,$122.00
2007,Third Quarter,Tazewell,$449.00
2007,Third Quarter,Union,$37.00
2007,Third Quarter,Vermilion,$193.00
2007,Third Quarter,Wabash,$26.00
2007,Third Quarter,Warren,$33.00
2007,Third Quarter,Washington,$39.00
2007,Third Quarter,Wayne,$40.00
2007,Third Quarter,White,$34.00
2007,Third Quarter,Whiteside,$158.00
2007,Third Quarter,Will,$1987.00
2007,Third Quarter,Williamson,$230.00
2007,Third Quarter,Winnebago,$1021.00
2007,Third Quarter,Woodford,$72.00
2007,Fourth Quarter,Adams,$222.00
2007,Fourth Quarter,Alexander,$7.00
2007,Fourth Quarter,Bond,$31.00
2007,Fourth Quarter,Boone,$129.00
2007,Fourth Quarter,Brown,$8.00
2007,Fourth Quarter,Bureau,$72.00
2007,Fourth Quarter,Calhoun,$8.00
2007,Fourth Quarter,Carroll,$35.00
2007,Fourth Quarter,Cass,$30.00
2007,Fourth Quarter,Champaign,$633.00
2007,Fourth Quarter,Christian,$90.00
2007,Fourth Quarter,Clark,$31.00
2007,Fourth Quarter,Clay,$29.00
2007,Fourth Quarter,Clinton,$101.00
2007,Fourth Quarter,Coles,$170.00
2007,Fourth Quarter,Cook,$15497.00
2007,Fourth Quarter,Crawford,$43.00
2007,Fourth Quarter,Cumberland,$11.00
2007,Fourth Quarter,DeKalb,$568.00
2007,Fourth Quarter,DeWitt,$44.00
2007,Fourth Quarter,Douglas,$56.00
2007,Fourth Quarter,DuPage,$4519.00
2007,Fourth Quarter,Edgar,$40.00
2007,Fourth Quarter,Edwards,$14.00
2007,Fourth Quarter,Effingham,$118.00
2007,Fourth Quarter,Fayette,$53.00
2007,Fourth Quarter,Ford,$32.00
2007,Fourth Quarter,Franklin,$86.00
2007,Fourth Quarter,Fulton,$74.00
2007,Fourth Quarter,Gallatin,$6.00
2007,Fourth Quarter,Greene,$20.00
2007,Fourth Quarter,Grundy,$451.00
2007,Fourth Quarter,Hamilton,$11.00
2007,Fourth Quarter,Hancock,$31.00
2007,Fourth Quarter,Hardin,$5.00
2007,Fourth Quarter,Henderson,$8.00
2007,Fourth Quarter,Henry,$133.00
2007,Fourth Quarter,Iroquois,$82.00
2007,Fourth Quarter,Jackson,$191.00
2007,Fourth Quarter,Jasper,$20.00
2007,Fourth Quarter,Jefferson,$144.00
2007,Fourth Quarter,Jersey,$60.00
2007,Fourth Quarter,Jo Daviess,$72.00
2007,Fourth Quarter,Johnson,$18.00
2007,Fourth Quarter,Kane,$1574.00
2007,Fourth Quarter,Kankakee,$759.00
2007,Fourth Quarter,Kendall,$298.00
2007,Fourth Quarter,Knox,$144.00
2007,Fourth Quarter,Lake,$2872.00
2007,Fourth Quarter,LaSalle,$406.00
2007,Fourth Quarter,Lawrence,$27.00
2007,Fourth Quarter,Lee,$86.00
2007,Fourth Quarter,Livingston,$112.00
2007,Fourth Quarter,Logan,$69.00
2007,Fourth Quarter,McDonough,$83.00
2007,Fourth Quarter,McHenry,$938.00
2007,Fourth Quarter,McLean,$567.00
2007,Fourth Quarter,Macon,$365.00
2007,Fourth Quarter,Macoupin,$95.00
2007,Fourth Quarter,Madison,$798.00
2007,Fourth Quarter,Marion,$89.00
2007,Fourth Quarter,Marshall,$21.00
2007,Fourth Quarter,Mason,$32.00
2007,Fourth Quarter,Massac,$26.00
2007,Fourth Quarter,Menard,$15.00
2007,Fourth Quarter,Mercer,$23.00
2007,Fourth Quarter,Monroe,$91.00
2007,Fourth Quarter,Montgomery,$86.00
2007,Fourth Quarter,Morgan,$98.00
2007,Fourth Quarter,Moultrie,$32.00
2007,Fourth Quarter,Ogle,$106.00
2007,Fourth Quarter,Peoria,$640.00
2007,Fourth Quarter,Perry,$38.00
2007,Fourth Quarter,Piatt,$29.00
2007,Fourth Quarter,Pike,$35.00
2007,Fourth Quarter,Pope,$3.00
2007,Fourth Quarter,Pulaski,$8.00
2007,Fourth Quarter,Putnam,$92.00
2007,Fourth Quarter,Randolph,$131.00
2007,Fourth Quarter,Richland,$43.00
2007,Fourth Quarter,Rock Island,$442.00
2007,Fourth Quarter,St. Clair,$795.00
2007,Fourth Quarter,Saline,$60.00
2007,Fourth Quarter,Sangamon,$734.00
2007,Fourth Quarter,Schuyler,$11.00
2007,Fourth Quarter,Scott,$6.00
2007,Fourth Quarter,Shelby,$37.00
2007,Fourth Quarter,Stark,$13.00
2007,Fourth Quarter,Stephenson,$122.00
2007,Fourth Quarter,Tazewell,$449.00
2007,Fourth Quarter,Union,$37.00
2007,Fourth Quarter,Vermilion,$193.00
2007,Fourth Quarter,Wabash,$26.00
2007,Fourth Quarter,Warren,$33.00
2007,Fourth Quarter,Washington,$39.00
2007,Fourth Quarter,Wayne,$40.00
2007,Fourth Quarter,White,$34.00
2007,Fourth Quarter,Whiteside,$158.00
2007,Fourth Quarter,Will,$1987.00
2007,Fourth Quarter,Williamson,$230.00
2007,Fourth Quarter,Winnebago,$1021.00
2007,Fourth Quarter,Woodford,$72.00
2008,Annual,Adams,$927.00
2008,Annual,Alexander,$26.00
2008,Annual,Bond,$116.00
2008,Annual,Boone,$469.00
2008,Annual,Brown,$35.00
2008,Annual,Bureau,$283.00
2008,Annual,Calhoun,$27.00
2008,Annual,Carroll,$142.00
2008,Annual,Cass,$118.00
2008,Annual,Champaign,$2529.00
2008,Annual,Christian,$371.00
2008,Annual,Clark,$140.00
2008,Annual,Clay,$133.00
2008,Annual,Clinton,$393.00
2008,Annual,Coles,$680.00
2008,Annual,Cook,$58821.00
2008,Annual,Crawford,$188.00
2008,Annual,Cumberland,$47.00
2008,Annual,DeKalb,$2614.00
2008,Annual,DeWitt,$180.00
2008,Annual,Douglas,$220.00
2008,Annual,DuPage,$17245.00
2008,Annual,Edgar,$168.00
2008,Annual,Edwards,$58.00
2008,Annual,Effingham,$742.00
2008,Annual,Fayette,$220.00
2008,Annual,Ford,$133.00
2008,Annual,Franklin,$349.00
2008,Annual,Fulton,$303.00
2008,Annual,Gallatin,$24.00
2008,Annual,Greene,$85.00
2008,Annual,Grundy,$1769.00
2008,Annual,Hamilton,$45.00
2008,Annual,Hancock,$109.00
2008,Annual,Hardin,$18.00
2008,Annual,Henderson,$27.00
2008,Annual,Henry,$522.00
2008,Annual,Iroquois,$320.00
2008,Annual,Jackson,$776.00
2008,Annual,Jasper,$86.00
2008,Annual,Jefferson,$567.00
2008,Annual,Jersey,$233.00
2008,Annual,Jo Daviess,$275.00
2008,Annual,Johnson,$64.00
2008,Annual,Kane,$5882.00
2008,Annual,Kankakee,$3647.00
2008,Annual,Kendall,$1216.00
2008,Annual,Knox,$590.00
2008,Annual,Lake,$10724.00
2008,Annual,LaSalle,$1554.00
2008,Annual,Lawrence,$130.00
2008,Annual,Lee,$338.00
2008,Annual,Livingston,$450.00
2008,Annual,Logan,$288.00
2008,Annual,McDonough,$331.00
2008,Annual,McHenry,$3555.00
2008,Annual,McLean,$2276.00
2008,Annual,Macon,$1492.00
2008,Annual,Macoupin,$342.00
2008,Annual,Madison,$3138.00
2008,Annual,Marion,$368.00
2008,Annual,Marshall,$85.00
2008,Annual,Mason,$164.00
2008,Annual,Massac,$90.00
2008,Annual,Menard,$60.00
2008,Annual,Mercer,$91.00
2008,Annual,Monroe,$370.00
2008,Annual,Montgomery,$362.00
2008,Annual,Morgan,$409.00
2008,Annual,Moultrie,$124.00
2008,Annual,Ogle,$418.00
2008,Annual,Peoria,$2668.00
2008,Annual,Perry,$155.00
2008,Annual,Piatt,$117.00
2008,Annual,Pike,$136.00
2008,Annual,Pope,$15.00
2008,Annual,Pulaski,$27.00
2008,Annual,Putnam,$249.00
2008,Annual,Randolph,$508.00
2008,Annual,Richland,$171.00
2008,Annual,Rock Island,$1774.00
2008,Annual,St. Clair,$3112.00
2008,Annual,Saline,$262.00
2008,Annual,Sangamon,$2908.00
2008,Annual,Schuyler,$46.00
2008,Annual,Scott,$24.00
2008,Annual,Shelby,$141.00
2008,Annual,Stark,$49.00
2008,Annual,Stephenson,$510.00
2008,Annual,Tazewell,$1819.00
2008,Annual,Union,$148.00
2008,Annual,Vermilion,$791.00
2008,Annual,Wabash,$110.00
2008,Annual,Warren,$144.00
2008,Annual,Washington,$157.00
2008,Annual,Wayne,$167.00
2008,Annual,White,$146.00
2008,Annual,Whiteside,$636.00
2008,Annual,Will,$7531.00
2008,Annual,Williamson,$948.00
2008,Annual,Winnebago,$3864.00
2008,Annual,Woodford,$277.00
2008,First Quarter,Adams,$212.00
2008,First Quarter,Alexander,$6.00
2008,First Quarter,Bond,$28.00
2008,First Quarter,Boone,$107.00
2008,First Quarter,Brown,$8.00
2008,First Quarter,Bureau,$66.00
2008,First Quarter,Calhoun,$7.00
2008,First Quarter,Carroll,$26.00
2008,First Quarter,Cass,$28.00
2008,First Quarter,Champaign,$590.00
2008,First Quarter,Christian,$86.00
2008,First Quarter,Clark,$32.00
2008,First Quarter,Clay,$29.00
2008,First Quarter,Clinton,$90.00
2008,First Quarter,Coles,$158.00
2008,First Quarter,Cook,$13793.00
2008,First Quarter,Crawford,$43.00
2008,First Quarter,Cumberland,$10.00
2008,First Quarter,DeKalb,$581.00
2008,First Quarter,DeWitt,$42.00
2008,First Quarter,Douglas,$47.00
2008,First Quarter,DuPage,$4061.00
2008,First Quarter,Edgar,$39.00
2008,First Quarter,Edwards,$13.00
2008,First Quarter,Effingham,$179.00
2008,First Quarter,Fayette,$50.00
2008,First Quarter,Ford,$31.00
2008,First Quarter,Franklin,$80.00
2008,First Quarter,Fulton,$71.00
2008,First Quarter,Gallatin,$5.00
2008,First Quarter,Greene,$20.00
2008,First Quarter,Grundy,$396.00
2008,First Quarter,Hamilton,$11.00
2008,First Quarter,Hancock,$25.00
2008,First Quarter,Hardin,$4.00
2008,First Quarter,Henderson,$7.00
2008,First Quarter,Henry,$124.00
2008,First Quarter,Iroquois,$77.00
2008,First Quarter,Jackson,$181.00
2008,First Quarter,Jasper,$21.00
2008,First Quarter,Jefferson,$132.00
2008,First Quarter,Jersey,$55.00
2008,First Quarter,Jo Daviess,$58.00
2008,First Quarter,Johnson,$15.00
2008,First Quarter,Kane,$1339.00
2008,First Quarter,Kankakee,$872.00
2008,First Quarter,Kendall,$266.00
2008,First Quarter,Knox,$136.00
2008,First Quarter,Lake,$2476.00
2008,First Quarter,LaSalle,$366.00
2008,First Quarter,Lawrence,$29.00
2008,First Quarter,Lee,$76.00
2008,First Quarter,Livingston,$102.00
2008,First Quarter,Logan,$68.00
2008,First Quarter,McDonough,$78.00
2008,First Quarter,McHenry,$811.00
2008,First Quarter,McLean,$526.00
2008,First Quarter,Macon,$341.00
2008,First Quarter,Macoupin,$82.00
2008,First Quarter,Madison,$740.00
2008,First Quarter,Marion,$87.00
2008,First Quarter,Marshall,$19.00
2008,First Quarter,Mason,$37.00
2008,First Quarter,Massac,$22.00
2008,First Quarter,Menard,$13.00
2008,First Quarter,Mercer,$22.00
2008,First Quarter,Monroe,$88.00
2008,First Quarter,Montgomery,$82.00
2008,First Quarter,Morgan,$95.00
2008,First Quarter,Moultrie,$28.00
2008,First Quarter,Ogle,$98.00
2008,First Quarter,Peoria,$623.00
2008,First Quarter,Perry,$35.00
2008,First Quarter,Piatt,$28.00
2008,First Quarter,Pike,$31.00
2008,First Quarter,Pope,$3.00
2008,First Quarter,Pulaski,$7.00
2008,First Quarter,Putnam,$106.00
2008,First Quarter,Randolph,$119.00
2008,First Quarter,Richland,$39.00
2008,First Quarter,Rock Island,$410.00
2008,First Quarter,St. Clair,$743.00
2008,First Quarter,Saline,$60.00
2008,First Quarter,Sangamon,$680.00
2008,First Quarter,Schuyler,$11.00
2008,First Quarter,Scott,$6.00
2008,First Quarter,Shelby,$32.00
2008,First Quarter,Stark,$11.00
2008,First Quarter,Stephenson,$116.00
2008,First Quarter,Tazewell,$414.00
2008,First Quarter,Union,$34.00
2008,First Quarter,Vermilion,$184.00
2008,First Quarter,Wabash,$26.00
2008,First Quarter,Warren,$34.00
2008,First Quarter,Washington,$37.00
2008,First Quarter,Wayne,$37.00
2008,First Quarter,White,$33.00
2008,First Quarter,Whiteside,$145.00
2008,First Quarter,Will,$1724.00
2008,First Quarter,Williamson,$216.00
2008,First Quarter,Winnebago,$907.00
2008,First Quarter,Woodford,$65.00
2008,Second Quarter,Adams,$235.00
2008,Second Quarter,Alexander,$7.00
2008,Second Quarter,Bond,$32.00
2008,Second Quarter,Boone,$123.00
2008,Second Quarter,Brown,$9.00
2008,Second Quarter,Bureau,$69.00
2008,Second Quarter,Calhoun,$7.00
2008,Second Quarter,Carroll,$35.00
2008,Second Quarter,Cass,$30.00
2008,Second Quarter,Champaign,$640.00
2008,Second Quarter,Christian,$97.00
2008,Second Quarter,Clark,$36.00
2008,Second Quarter,Clay,$36.00
2008,Second Quarter,Clinton,$101.00
2008,Second Quarter,Coles,$176.00
2008,Second Quarter,Cook,$15574.00
2008,Second Quarter,Crawford,$49.00
2008,Second Quarter,Cumberland,$12.00
2008,Second Quarter,DeKalb,$720.00
2008,Second Quarter,DeWitt,$49.00
2008,Second Quarter,Douglas,$56.00
2008,Second Quarter,DuPage,$4512.00
2008,Second Quarter,Edgar,$43.00
2008,Second Quarter,Edwards,$15.00
2008,Second Quarter,Effingham,$189.00
2008,Second Quarter,Fayette,$55.00
2008,Second Quarter,Ford,$35.00
2008,Second Quarter,Franklin,$94.00
2008,Second Quarter,Fulton,$78.00
2008,Second Quarter,Gallatin,$6.00
2008,Second Quarter,Greene,$22.00
2008,Second Quarter,Grundy,$509.00
2008,Second Quarter,Hamilton,$11.00
2008,Second Quarter,Hancock,$28.00
2008,Second Quarter,Hardin,$5.00
2008,Second Quarter,Henderson,$7.00
2008,Second Quarter,Henry,$140.00
2008,Second Quarter,Iroquois,$81.00
2008,Second Quarter,Jackson,$192.00
2008,Second Quarter,Jasper,$22.00
2008,Second Quarter,Jefferson,$148.00
2008,Second Quarter,Jersey,$58.00
2008,Second Quarter,Jo Daviess,$69.00
2008,Second Quarter,Johnson,$17.00
2008,Second Quarter,Kane,$1543.00
2008,Second Quarter,Kankakee,$959.00
2008,Second Quarter,Kendall,$336.00
2008,Second Quarter,Knox,$154.00
